Timestamp,House
10/13/2021 14:32:13,Gryffindor
10/13/2021 16:00:07,Ravenclaw
10/13/2021 16:00:07,Gryffindor
10/13/2021 16:00:09,Ravenclaw
10/13/2021 16:00:10,Gryffindor
10/13/2021 16:00:10,Gryffindor
10/13/2021 16:00:10,Ravenclaw
10/13/2021 16:00:10,Hufflepuff
10/13/2021 16:00:10,Slytherin
